IDENT,Inspection,Maintenance,TimeCost
105265,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,8.37218758406652
105266,R/H ENG #1 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,2.303120527635878
105267,#3 & 4 L/H ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS W/ NEW.,2.5166611570054376
105268,#2 CYL VALVE STICKING.,"RAN A/C, OPS & LEAK CK GOOD. COWLED A/C.",3.110355322614111
105269,#2 CYL VALVE STICKING.,REMOVED #2 CYL TOP PLUG & FOUND VALVE CONTACTED PISTON.,7.999325313355696
105270,#2 CYL VALVE STICKING.,"REMOVED #2 CYL BAFFLING, INTAKE, EXHAUST & OIL RETURN T",2.6641205720003693
105271,"DURING CLIMB OUT, L/H ENGINE SHUTTERED 3 TIMES. EACH TIME RP","RAN A/C, COULD NOT DUPLICATE. ALL CHECKS GOOD.",3.2667442293141766
105272,#2 BAFFLE SEAL LOOSE.,REMOVED RIVET & REPLACED W/ SCREW & LOCK NUT.,3.4593603722307598
105273,BAFFLE PLUG IS BROKEN.,REMOVED & REPLACED BAFFLE PLUG.,7.3015589485408
105274,BAFFLE SEAL ON #1 CYL NEEDS TO BE SECURED.,SECURED BAFFLE SEAL W/ NEW RIVETS.,5.7974214946376925
105275,#3 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,1.509724455456124
105276,FWD BAFFLE CRACKED UNDER THE ALTERNATOR.,STOP DRILLED CRACK.,4.473526013787241
105277,R/H REAR ENGINE BAFFLE MOUNT LOOSE.,INSTALLED NEW SCREWS & NUT TO SECURE BAFFLE MOUNT.,1.8923193433057772
105278,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,2.2321391138054048
105279,"WHEN CLIMBING, HEARD ENGINE W/ SOME NOISE. ENGINE MADE A THU","INSPECTED ENGINE, NO DEFECTS. RAN A/C, ALL SYSTEMS W/IN",0.9257363749710046
105280,R/H REAR ENGINE BAFFLE SCREW LOOSE.,TIGHTENED SCREW.,1.200644406944401
105281,#2 INTAKE TUBE LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,1.8429718185035304
105282,"AFTER ENGINE & ROTOR RUN UP, RPM DROPPED 250 & CONTINUED TO","COMPLETED ASSY OF ENGINE. RAN UP ENGINE, OPS & LEAK CK",9.06111512816402
105283,"AFTER ENGINE & ROTOR RUN UP, RPM DROPPED 250 & CONTINUED TO","PERFORMED LYCOMING , FOUND #2, 4 EXHAUST VALVE G",4.276156811807339
105284,"R/H ENGINE BAFFLE SEAL LOOSE, ABOVE #4 CYLINDER.",RESECURED BAFFLE SEAL.,1.3522529745898593
105285,"L/H ENG, CYL #2 INTAKE GASKET IS LEAKING.",REMOVED & REPLACED GASKET W/ NEW.,2.212484599500165
105286,#1 & 4 INTAKES LEAKING.,REPLACED GASKETS.,4.451851292980477
105287,BLACK FWD LWR ENG SEAL WORN AT AIR INTAKE FILTER.,APPLIED RTV TO FWD LOWER BAFFLE SEAL.,9.06188139724319
105288,R/H ENG #1 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,6.8015108009184395
105289,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,1.6447141462743597
105290,#3 INTAKE TUBE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,3.999228025443502
105291,#4 CYL BAFFLE PLUG TABS BROKEN.,REMOVED & REPLACED PLUG.,3.652234622595122
105292,BOTH BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED PLUGS.,4.727692513155356
105293,A/C NEEDS AFTER STORAGE RUN.,"RAN A/C, ALL CHECKS GOOD.",7.346103307397598
105294,A/C AFTER STORAGE RUN NEEDED.,"RAN A/C, ALL CHECKS GOOD.",8.74794762935994
105295,"DURING FLIGHT, HIGH OIL PSI OCCURRED. WHEN EXERCISE PROP, OI","RAN A/C, OPS CK GOOD.",0.3794709509868799
105296,R/H ENG #4 AFT BAFFLE SEAL LOOSE.,INSTALLED WASHER & RIVET.,0.42647496635671356
105297,R/H ENG #1 SIDE BAFFLE SEAL WORN.,REMOVED & REPLACED BAFFLE SEAL W/ NEW.,2.3393403901779775
105298,BAFFLE PLUGS WORN.,REMOVED & REPLACED PLUGS.,6.723090387645838
105299,ALTERNATE AIR DOOR SPRING IS WEAK.,REPLACED AIR INTAKE ASSY.,4.5778231385802
105300,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,4.902660908763611
105301,BAFFLE PLUGS WORN.,REMOVED & REPLACED BOTH BAFFLE PLUGS.,8.930382406420115
105302,"#4 INTAKE LEAKING, R/H ENG.",REPLACED GASKET.,3.2010526958772156
105303,LOW COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXH,BEGAN REPLACEMENT OF CYLINDER. REPLACED OLD CYLINDER W/,0.34123770280434007
105304,LOW COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXH,CHASED THREADS ON INTAKE PORT TO CLEAN THREADS. INSTALL,2.192031940783805
105305,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,4.599143509972672
105306,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,9.439740566566
105307,L/H ENG #3 CYL COMPRESSION LOW.,"RAN UP ENGINE, OPS & LEAK CK GOOD.",4.775870787037118
105308,L/H ENG #3 CYL COMPRESSION LOW.,REMOVED #3 CYL BAFFLING & CONNECTING COMPONENTS AND HAR,5.121178816339807
105309,#3 INTAKE LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,3.1000537125224126
105310,BOTH BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED BAFFLE PLUGS.,1.746367563549247
105311,"DURING FLIGHT, ENGINE RPM WAS 2740 FOR 3 SECONDS.","REMOVED SD CARD & C/W LYCOMING , OVERSPEED CONSI",8.835660256710199
105312,LOW COMPRESSION ON #3 CYLINDER.,"STAKED VALVE, COMPRESSION CAME UP TO 72/80.",5.272782019102769
105313,BOTH BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED BAFFLE PLUGS.,5.969141370831178
105314,LARGE POOL OF OIL UNDER ENGINE. OIL HAS BEEN ADDED LAST 2 DA,"RAN A/C, NO LEAKS NOTED. OBSERVED A/C FOR SEVERAL HOURS",2.7075289505950617
105315,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,REMOVED INTAKE TUBES.,4.873941719280792
105316,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,RESWAGED INTAKE TUBE INSERTS.,7.91540134272097
105317,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,"INSTALLED #3 & 4 INTAKE TUBES W/ NEW GASKETS. RAN A/C,",8.88779878101536
105318,L/H ENG #2 CYL INTAKE GASKET LEAKING.,REPLACED GASKET.,0.19914334822139446
105319,REACHED 2720 RPM FOR ABOUT 2 SECONDS.,REMOVED SD CARD & FOUND MAX RPM TO BE LESS THAN 5% RATE,3.9228889228676564
105320,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYL",INSPECTED & FOUND #4 PISTON SMILED NEAR EXHAUST VALVE.,7.7587592117206885
105321,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYL","REMOVED #4 CYL ASSY, BEGAN INSTALLATION OF NEW CYL #4.",3.3887660040772003
105322,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYL",CYL INSTALLATION DONE IAW LYCOMING OVERHAUL MANUAL. A/C,3.1319324064727883
105323,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYL",FINISHED INSTALLATION OF CYL. INSTALLED PUSH RODS & ROC,3.404257323013696
105324,#4 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,7.239270344493793
105325,#3 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,4.545247885640105
105326,ALL ROCKER COVER GASKETS LEAK.,REMOVED & REPLACED ALL ROCKER COVER GASKETS.,1.9201973196688071
105327,SCREW MISSING ON #2 ROCKER COVER.,REPLACED W/ NEW SCREW.,0.6510165253799916
105328,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN",REMOVED BOTTOM PLUGS & #4 CYL TOP PLUG; BORE SCOPED #4,8.936768208379542
105329,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN","BLED LIFTER, REINSTALLED W/ NEW PUSH ROD SEALS. REINSTA",2.5216321037741407
105330,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN","PERFORMED GROUND RUN, VERIFIED ENGINE RAN W/ A SLIGHT M",7.103856342344593
105331,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN","INSTALLED -28 EXHAUST VALVE PUSH ROD, CLEARANCE CK'ED G",3.823801126631383
105332,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN","FINISHED REINSTALLATION OF PLUGS, LEADS & #4 ROCKER COV",4.70926315116545
105333,OIL COOLER CLOGGED (DIRTY BETWEEN FINS).,REMOVED CLOG.,8.540984603969289
105334,DURING LATE TAKEOFF ROLL & PATTERN; ENGINE SOUNDED LIKE IT W,"RAN A/C, CONFIRMED DISCREP. PERFORMED COMPRESSION CK, F",0.3288582597711698
105335,DURING LATE TAKEOFF ROLL & PATTERN; ENGINE SOUNDED LIKE IT W,"REMOVED BAFFLING, #2 INTAKE, #2 EXHAUST, #2 INJECTOR LI",1.4769819995406663
105336,OIL TEMP LIGHT INOP.,REINSTALLED LAMP IN BACK OF GAUGE. OPS CK GOOD.,9.544178739947524
105337,L/H ENGINE DATA PLATE RIVETS MISSING.,INSTALLED NEW RIVETS.,7.612192730795162
105338,"IN CRUISE, ON WAY TO PRACTICE AREA, ENGINE RPM DROPPED & THE","RAN A/C, ALL CHECKS GOOD.",3.7161181756804718
105339,FWD LWR BLACK SEAL HAS WORN SPOTS FORM INTAKE FILTER BRACKET,APPLIED BLACK SILICONE TO BAFFLE SEAL.,6.2637630111915925
105340,"#2, 3 & 4 INTAKE GASKETS ARE LEAKING.",REPLACED GASKETS.,6.4940426720661115
105341,LARGE PUDDLE OF LIQUID UNDER ENGINE.,"REMOVED COWLING. WASHED ENGINE & COWLS, RAN A/C FOUND N",2.171074335763362
105342,"ON START UP, ENGINE RAN VERY ROUGH. TRIED TO INCREASE POWER","PERFORMED GROUND RUN, VERIFIED DISCREP: RAN ROUGH IN AL",6.84400684635325
105343,"ON START UP, ENGINE RAN VERY ROUGH. TRIED TO INCREASE POWER",PERFORMED COMPRESSION CK: #3 CYL HAD ZERO PSI. REAMED A,7.715053198054514
105344,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENG","RUN UP, LEAK CK GOOD.",0.20365847334981702
105345,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENG",REMOVED & REPLACED CYL #3 W/ NEW IAW LYCOMING OVERHAUL,7.649628258393478
105346,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENG","PERFORMED GROUND RUN, ENGINE RAN ROUGH. MAG SWITCH SELE",5.825861639817265
105347,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENG",REAMED #1 & 4 EXHAUST VALVE GUIDES IAW LYCOMING ,7.883673051547396
105348,L/H #2 INTAKE LEAKING.,REPLACED INTAKE GASKET.,9.477771592053534
105349,R/H #2 INTAKE LEAKING.,REPLACED INTAKE GASKET.,6.505214386211855
105350,#3 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.,0.5661104853433785
105351,#3 BAFFLE BRACKET MISSING HARDWARE.,REINSTALLED HARDWARE.,4.589882311106212
105352,BOTH BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED BAFFLE PLUGS.,0.09514540603820176
105353,TOP CASE BOLT LEAKING.,"SEALED BOLT, LEAK CK GOOD.",3.1227404046101492
105354,BOTH BAFFLE PLUGS DAMAGED.,REPLACED W/ NEW BAFFLE PLUGS.,6.186965028092631
105355,#2 INTAKE GASKET LEAKS.,REMOVED & REPLACED W/ NEW GASKET.,2.675766923967555
105356,#3 INTAKE TUBE GASKET LEAKING.,REMOVED & REPLACED GASKET.,1.8849636321839025
105357,#1 CYL BAFFLE IS CRACKED.,FABRICATED PATCH W/ LIKE MATERIAL & RIVETED IAW,0.15992476816722
105358,OIL COOLER DIRTY.,CLEANED COOLER.,4.674904016553331
105359,"BAFFLE SEAL LOOSE, FWD OF #1 CYL.",REATTACHED BAFFLE.,8.554751275431908
105360,R/H ENGINE FIRE SEAL LOOSE ON BOTTOM COWL.,RESECURED SEAL.,0.385886884409371
105361,"SILICONE NEEDED ON TOP OF OIL COOLER, AGAINST COWL.",APPLIED SILICONE.,7.04258462173411
105362,L/H ENGINE I/B INTAKE SCREEN PANEL CHAFING.,APPLIED CHAFE TAPE TO PANEL.,0.4907800513649119
105363,COWLING SEAL NEEDS TO BE RESECURED (LOWER AFT).,RESECURED SEAL ON L/H LOWER AFT COWLING.,7.490540172290009
105364,"GROUND POWER CK NEEDED, L/H & R/H ENGINES.","CAPPED BLEED - PERFORMED GROUND POWER PERFORMANCE CK, S",6.91199992591719
105365,LOWER FWD ENGINE COWL NEEDS DOUBLER ON GUIDE HOLE FOR TOP CO,INSTALLED DOUBLER ON I/B AFT ALIGNMENT PIN HOLE.,9.167172732683719
105366,VERIFY CONDITION OF R/H ENGINE FOR MISMATCH W/ L/H ENGINE.,"REMOVED POWER SECTION FROM R/H ENGINE, VISUALLY INSPECT",2.7798259134706838
105367,R/H BAFFLE TIE BROKEN.,REMOVED & REPLACED BAFFLE TIE.,3.9374288160883975
105368,BOTH BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED BAFFLE PLUGS.,4.469696842253922
105369,#2 INTAKE IS MISSING OUTER NUT.,INSTALLED BAFFLE.,6.64047709901737
105370,#2 INTAKE IS MISSING OUTER NUT.,"REMOVED L/H UPPER BAFFLE, L/H MUFFLER. REPLACED #2 INTA",8.09655415263691
105371,#1 & 2 ROCKER GASKETS LEAKING.,REPLACED GASKETS.,9.942758446087469
105372,#2 & 4 INTAKE GASKETS LEAKING.,REPLACED GASKETS.,4.416749450828141
105373,#2 CYL ROCKER COVER SEAL LEAKS.,LEAK CK GOOD.,0.6737216593991047
105374,#2 CYL ROCKER COVER SEAL LEAKS.,REPLACED GASKET.,9.399044957878786
105375,"ENG GROUNDING BOLT, BY OIL TUBE, LOOSE.",TIGHTENED BOLT.,7.890389865086581
105376,ALL 4 INTAKES LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKETS.,9.366572853105463
105377,"#2, 3, 4 INTAKES LEAKING ON L/H ENGINE.",REMOVED & REPLACED W/ NEW GASKETS.,9.302770777337201
105378,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,1.5185552586479434
105379,MOMENTARILY EXCEEDED 2700 RPM DURING RECOVERY OF SIMULATED E,REVIEWED FLIGHT DATA MONITORING CARD. FOUND OVERSPEED T,3.0549030157252943
105380,"L/H ENG CYL #3, 2 & 4 INTAKE GASKETS ARE LEAKING.",REPLACED GASKETS.,9.022659349364625
105381,"R/H ENG CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING.",REPLACED #2 GASKET.,8.683344916760667
105382,"R/H ENG CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING.",REPLACED #3 & 4 GASKETS.,6.2901912048142306
105383,R/H ENG CYL #2 HAS POSSIBLE CRACK BY INTAKE PORT.,"INSPECTED, PERFORMED DYE PE INSP; VERIFIED TO NOT BE CR",4.5492682862264955
105384,DURING FLIGHT A/C WOULD INTERMITTENTLY LOSE POWER ON L/H ENG,BORESCOPED #1 CYL FOR VALVE CONTACT W/ PISTON FOR POSSI,4.062450710374783
105385,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,1.9361880614255589
105386,"DURING ENGINE START & ENGINE RUNNING, THERE WERE VIBRATION S","PERFORMED GROUND, NO DEFECTS NOTED. ALL ENGINE GROUND R",3.832568794097516
105387,"DURING ENGINE START & ENGINE RUNNING, THERE WERE VIBRATION S","FOR ENGINE CHANGE. RAN ENGINE, NO DEFE",8.413463736963989
105388,ENG GROUNDIN STRAP BOLT LOOSE.,TIGHTENED BOLT.,7.261229312734838
105389,FOD AFT OF SPINNER,REMOVED FOD,9.801454364544773
105390,SCREW MISSING FROM #3 ROCKER COVER,REINSTALLED SCREW,1.2179420244552674
105391,CYL #4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,5.7023949652978
105392,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,9.106064525543406
105393,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,8.627992074597332
105394,SCREW MISSING ON #3 CYL BAFFLING.,REPLACED SCREW.,5.572232561624842
105395,BAFFLE SEAL NEEDS TO BE SECURED ON #1 CYL.,SECURED BAFFLE SEAL.,3.3235570208440945
105396,#3 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,4.461008644041071
105397,#1 BAFFLE IS CRACKED.,FABRICATED & INSTALLED PATCH ON BAFFLE W/ LIKE MATERIAL,3.1682847221044677
105398,#4 OIL RETURN TUBE HOSE CLAMPS LOOSE.,TIGHTENED HOSE CLAMPS.,6.843624819127873
105399,R/H ENG CYL #3 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,1.3678827420162853
105400,BOTH BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED BAFFLE PLUGS.,3.175149483274169
105401,#3 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,5.044168513571247
105402,BOTH ENGINES #2 INTAKES ARE LEAKING.,REPLACED L/H INTAKE GASKET.,6.7382905467533565
105403,BOTH ENGINES #2 INTAKES ARE LEAKING.,REMOVED & REPLACED R/H GASKET.,6.958621900248598
105404,BAFFLE SEAL ON #1 CYLINDER NEEDS TO BE SECURED.,SECURED BAFFLE SEAL.,6.7632578143649305
105405,#3 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.,5.299055921819875
105406,#2 ROCKER COVER LEAKING.,REPLACED GASKET.,8.527631596766122
105407,#2 & 4 INTAKE GASKETS ARE LEAKING.,REPLACED GASKETS.,8.129704332751501
105408,"R/H ENGINE INTAKES 2, 3, 4 GASKETS LEAKING.",REMOVED & REPLACED W/ NEW GASKETS.,0.7611238044098356
105409,L/H BOTTOM OF OIL COOLER NEEDS TO BE SEALED UP.,SEALED BOTTOM L/H OIL COOLER GAP W/ SILICONE.,1.6325732051764252
105410,"INTAKE 2, 3 & 4 LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.,6.520152064504172
105411,"R/H ENG CYL #1, 3, 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS.,0.45373537400976605
105412,ALL 4 ROCKER COVERS LEAKING.,REPLACED GASKETS.,8.634052096695225
105413,OIL ON CRANKSHAFT PLUG.,CLEANED & SEALED PLUG.,4.647571990103861
105414,OIL ON CRANKSHAFT PLUG.,LEAK CK GOOD. REINSTALLED SPINNER.,4.45116793607221
105415,"#1, 2, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,5.580452307412416
105416,CRANKSHAFT SEAL SHOWS SIGNS OF LEAKING.,"REMOVED PROP, RING GEAR. REMOVED OLD CRANKSHAFT SEAL, C",3.1556958515188063
105417,CRANKSHAFT SEAL SHOWS SIGNS OF LEAKING.,"INSTALLED RING GEAR & PROP, TORQUED TO SPECS & SAFETIED",1.6039695515866759
105418,#3 BAFFLE BRACKET IS CRACKED.,FABRICATED & INSTALLED NEW BRACKET.,9.591176495907723
105419,BAFFLE IS CRACKED AT LOWER O/B OIL COOLER BOLT.,STOP DRILLED CRACK.,6.6534553611623695
105420,ALL 4 ROCKER COVER GASKETS NEED TO BE REPLACED.,REPLACED GASKETS.,0.6837152412355307
105421,EXPERIENCED SEVERE ENGINE ROUGHNESS WHILE ON LONG FINAL. ,"REAMED EXHAUST VALVE GUIDES 1, 2, & 4 CYLS.",5.34212267908404
105422,EXPERIENCED SEVERE ENGINE ROUGHNESS WHILE ON LONG FINAL. ,"PERFORMED GROUND RUN, OPS & LEAK CK'ED GOOD.",8.875976141181274
105423,EXPERIENCED SEVERE ENGINE ROUGHNESS WHILE ON LONG FINAL.,"FOUND STUCK EXHAUST VALVE, #3 CYL & BENT BUSH ROD. REMO",2.0789637123043114
105424,#2 INTAKE LEAKING.,REPLACED GASKET.,1.536101156511046
105425,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,0.7849146849171673
105426,#3 INTAKE LEAKING.,REPLACED GASKET.,6.951892044188572
105427,#2 & 4 INTAKE LEAKING.,REMOVED & REPLACED GASKETS.,8.242956475183394
105428,#2 INTAKE GASKET LEAKING.,REPLACED INTAKE GASKET.,7.394890588399276
105429,#3 INTAKE LEAKING ON R/H ENGINE.,REPLACED GASKET.,6.699116791597182
105430,"IDLES EXTREMELY ROUGH, AROUND 400 RPM.","PERFORMED GROUND RUN, MADE SEASONAL ADJUSTMENT TO IDLE",1.259358239134628
105431,#3 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.,2.344375522223354
105432,LOOSE POP RIVET #3 CYL BRACKET.,REMOVED & REPLACED POP RIVET.,2.569817725366128
105433,"FERROUS CHIP ABOUT 1/8"" LONG, FOUND IN SUCTION SCREEN.",CHIP SENT TO LYCOMING FOR ANAYLSIS.,8.34224837374178
105434,PROP RIVETS LOOSE ON R/H FWD SIDE OF ENGINE BAFFLE.,REMOVED & REPLACED LOOSE RIVETS W/ SCREWS ON R/H FWD EN,0.6398620835136026
105435,"FERROUS CHIP ABOUT 1/8"" LONG, FOUND IN SUCTION SCREEN.",OIL CHANGE IN 10 HRS. INSTRUCTED FROM LYCOMING DUE @ 22,8.142996217759345
105436,"GROUNDING STRAP ON ENGINE, LOOSE BOLT.",TIGHTENED BOLT.,3.317723200644531
105437,"LWR FWD BLACK SEAL, ABOVE ENG FILTER, WORN SPOTS.",INSTALLED BLACK RTV IN WORN AREAS.,4.88779577958402
105438,#2 INTAKE GASKET LEAKS ON L/H ENGINE.,REMOVED & REPLACED GASKET.,7.184771527326392
105439,INTAKES #2 & 4 LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKETS.,8.750288525512564
105440,2 PHENOLIC SPACERS BROKEN ON THROTTLE CONTROL QUADRANT.,REMOVED & REPLACED SPACERS.,5.015144705363639
105441,#1 CYL ON R/H ENGINE SUSPECT CRACKED.,"REMOVED BAFFLE, MUFFLER, OIL RETURN LINE, CYL & PISTON.",4.622802794096619
105442,#1 CYL ON R/H ENGINE SUSPECT CRACKED.,"INSTALLED NEW CYL ASSY. TORQUED TO CASE, DRY TAPPET CLE",1.7094276202346537
105443,#1 CYL ROCKER COVER GASKET LEAKS.,REMOVED & REPLACD GASKET.,7.712003388738086
105444,#2 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKET.,7.395394734466871
105445,ALL SPARK PLUGS WORN.,REPLACED PLUGS.,3.6169403022842364
105446,"ENGINE RPM DROPPED 200-300 RPM SUDDENLY, ACCOMPANIED BY STRO",FOR MX FLIGHT.,5.469896289456307
105447,"ENGINE RPM DROPPED 200-300 RPM SUDDENLY, ACCOMPANIED BY STRO","COMPLETED , OPS & LEAK CK GOOD.",9.63693539459433
105448,"ENGINE RPM DROPPED 200-300 RPM SUDDENLY, ACCOMPANIED BY STRO","REMOVED SIDE BAFFLES, BEGAN PERFORMING LYCOMING ",1.078906694555054
105449,#2 SIDE BAFFLE SEAL LOOSE.,SECURED BAFFLE SEAL W/ POP RIVETS.,6.016927283537793
105450,#1 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,8.46492829415904
105451,L/H ENG #4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,6.114150657814303
105452,L/H ENG #4 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.,3.132143404313472
105453,"R/H ENG #2, 4 INTAKE GASKET LEAKING.",REMOVED & REPLACED GASKETS.,6.073887089767802
105454,L/H ENGINE #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,6.053304183153915
105455,"R/H ENG #3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,6.392139983906747
105456,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,6.515963211483722
105457,BAFFLE CRACKED BY #2 CYL ON R/H ENGINE.,STOP DRILLED CRACK.,3.369507223573378
105458,"#2, 3, 4 INTAKE GASKETS LEAKING ON L/H ENGINE.",REMOVED & REPLACED W/ NEW GASKETS.,9.541855080274624
105459,WORN SPOTS ON BLK SEAL IN LWR FRONT BAFFLING.,INSTALLED RTV TO SPOTS.,6.3220881954836745
105460,#2 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,5.163264509863033
105461,#3 CYL FAILED COMPRESSION.,OPS & LEAK CK GOOD.,2.408373794948291
105462,BOTH BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED BAFFLE PLUGS.,2.014268141489194
105463,#3 CYL FAILED COMPRESSION.,"REMOVED BAFFLING, WIRES & EXHAUST FOR ACCESS. REMOVED &",4.59515917194355
105464,#3 CYL FAILED COMPRESSION.,"REINSTALLED BAFFLE, WIRES, MUFFLER & LINES. COMPLETED R",9.50612931555819
105465,CYL #4 ROCKER COVER GASKET REQUIRES REPLACEMENT.,REMOVED & REPLACED GASKET W/ NEW.,8.860358332421018
105466,L/H ENGINE #4 ROCKER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER.,3.772026858329119
105467,#3 CYL INTAKE GASKET LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKET.,4.674849836235562
105468,CLICKING NOISE NOTICED DURING INITIAL CLIMB & THROUGHOUT RES,"INSPECTED ENGINE & CABIN AREA, NO DEFECTS NOTED. ",8.515383105253223
105469,PROP OVERSPEED; RPM ABOUT 2850 W/ PROP CONT AT HIGH RPM IN L,BEGAN INSP IAW LYCOMING ; ALL COMPRESSIONS 74 +,4.754482507417893
105470,PROP OVERSPEED; RPM ABOUT 2850 W/ PROP CONT AT HIGH RPM IN L,COMPLETED INSP IAW LYCOMING . GOVERNOR WAS FOUND,7.717084215897222
105471,PROP OVERSPEED; RPM ABOUT 2850 W/ PROP CONT AT HIGH RPM IN L,REINSTALLED OVERHAULED PROP GOVERNOR,5.489609647088204
105472,BAFFLE PLUG MISSING.,INSTALLED PLUG.,2.6338906055251208
105473,CENTER COWLING INLET TUBE NEEDS REPLACEMENT.,AFTER FURTHER INSP; NO DEFECTS NOTED.,3.8530821838166407
105474,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,0.7491746250815423
105475,FOD ON TOP OF ENGINE,REMOVED FOD,0.17641766046928797
105476,ENGINE QUIT.,RAN UP A/C. ENGINE STARTED USING NORMAL PROCEDURES. PER,0.1546299228721082
105477,BOTH BAFFLE PLUGS DAMAGED.,REMOVED & REPLACED BAFFLE PLUGS.,3.315120505452205
105478,A/C ENGINE WOULD SHUT DOWN WHEN LEANING MIXTURE ON THE GROUN,"PERFORMED GROUND RUN, VERIFIED W/ ENGINE @ 40*F CHT & O",6.11014058496132
105479,#2 CYL INTAKE LEAKING.,REMOVED & REPLACED GASKET.,7.680842577370337
105480,#1 & 3 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,7.076650932305936
105481,R/H REAR ENGINE BAFFLE MOUNTING SCREW MISSING.,REINSTALLED REAR BAFFLE SCREW.,9.591608349072505
